,first,second,label
295,"['Happy Baby Spinach, Mango, and Pear Baby Food']",['Extra Virgin Olive Oil'],3
296,"['Happy Baby Spinach, Mango, and Pear Baby Food']",['Organic Cilantro'],3
297,['Organic Cilantro'],"['Happy Baby Spinach, Mango, and Pear Baby Food']",3
298,['Grated Parmesan'],"['Happy Baby Spinach, Mango, and Pear Baby Food']",3
299,"['Happy Baby Spinach, Mango, and Pear Baby Food']",['Grated Parmesan'],3
300,"['Happy Baby Spinach, Mango, and Pear Baby Food']",['Organic Italian Parsley Bunch'],3
301,['Organic Italian Parsley Bunch'],"['Happy Baby Spinach, Mango, and Pear Baby Food']",3
302,"['Happy Baby Spinach, Mango, and Pear Baby Food']",['Spinach Peas & Pear Stage 2 Baby Food'],3
303,['Spinach Peas & Pear Stage 2 Baby Food'],"['Happy Baby Spinach, Mango, and Pear Baby Food']",3
304,['Organic Stage 3 Pear Carrot Apricot Baby Food'],"['Happy Baby Spinach, Mango, and Pear Baby Food']",3
305,"['Happy Baby Spinach, Mango, and Pear Baby Food']",['Organic Stage 3 Pear Carrot Apricot Baby Food'],3
306,['Organic Stage 4 Spinach Mango & Pear Baby Food'],"['Happy Baby Spinach, Mango, and Pear Baby Food']",3
307,"['Happy Baby Spinach, Mango, and Pear Baby Food']",['Organic Stage 4 Spinach Mango & Pear Baby Food'],3
308,"['Happy Baby Spinach, Mango, and Pear Baby Food']","['Apples, Kale & Avocados Organic Baby Food']",3
309,"['Apples, Kale & Avocados Organic Baby Food']","['Happy Baby Spinach, Mango, and Pear Baby Food']",3
310,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Happy Baby Spinach, Mango, and Pear Baby Food']",3
311,"['Happy Baby Spinach, Mango, and Pear Baby Food']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
312,"['Happy Baby Spinach, Mango, and Pear Baby Food']","['Organic Pears, Peas and Broccoli Puree Stage 1']",3
313,"['Organic Pears, Peas and Broccoli Puree Stage 1']","['Happy Baby Spinach, Mango, and Pear Baby Food']",3
314,['Organic Whole String Cheese'],['Organic Frozen Peas'],3
315,['Organic Frozen Peas'],['Organic Whole String Cheese'],3
316,['Organic Whole Milk'],['Organic Frozen Peas'],3
317,['Organic Frozen Peas'],['Organic Whole Milk'],3
318,['Original Hummus'],['Organic Frozen Peas'],3
319,['Organic Frozen Peas'],['Original Hummus'],3
320,['Extra Virgin Olive Oil'],['Organic Frozen Peas'],3
321,['Organic Frozen Peas'],['Extra Virgin Olive Oil'],3
322,['Organic Cilantro'],['Organic Frozen Peas'],3
323,['Organic Frozen Peas'],['Organic Cilantro'],3
324,['Grated Parmesan'],['Organic Frozen Peas'],3
325,['Organic Frozen Peas'],['Grated Parmesan'],3
326,['Organic Italian Parsley Bunch'],['Organic Frozen Peas'],3
327,['Organic Frozen Peas'],['Organic Italian Parsley Bunch'],3
328,['Spinach Peas & Pear Stage 2 Baby Food'],['Organic Frozen Peas'],3
329,['Organic Frozen Peas'],['Spinach Peas & Pear Stage 2 Baby Food'],3
330,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Frozen Peas'],3
331,['Organic Frozen Peas'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
332,['Organic Whole String Cheese'],['Frozen Organic Wild Blueberries'],3
333,['Frozen Organic Wild Blueberries'],['Organic Whole String Cheese'],3
334,['Organic Whole Strawberries'],['Frozen Organic Wild Blueberries'],3
335,['Frozen Organic Wild Blueberries'],['Organic Whole Strawberries'],3
336,['Frozen Organic Wild Blueberries'],['Organic Whole Milk'],3
337,['Organic Whole Milk'],['Frozen Organic Wild Blueberries'],3
338,['Extra Virgin Olive Oil'],['Frozen Organic Wild Blueberries'],3
339,['Frozen Organic Wild Blueberries'],['Extra Virgin Olive Oil'],3
340,['Grated Parmesan'],['Frozen Organic Wild Blueberries'],3
341,['Frozen Organic Wild Blueberries'],['Grated Parmesan'],3
342,['Frozen Organic Wild Blueberries'],['Organic Italian Parsley Bunch'],3
343,['Organic Italian Parsley Bunch'],['Frozen Organic Wild Blueberries'],3
344,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Frozen Organic Wild Blueberries'],3
345,['Frozen Organic Wild Blueberries'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
346,['Organic Strawberry Yogurt & Fruit Snack'],['Banana & Mango Organic Yogurt & Fruit Snacks\xa0'],3
347,['Banana & Mango Organic Yogurt & Fruit Snacks\xa0'],['Organic Strawberry Yogurt & Fruit Snack'],3
348,['Organic Strawberry Yogurt & Fruit Snack'],['Organic Mixed Berry Yogurt & Fruit Snack'],3
349,['Organic Mixed Berry Yogurt & Fruit Snack'],['Organic Strawberry Yogurt & Fruit Snack'],3
350,['Organic Strawberry Yogurt & Fruit Snack'],['Organic Whole String Cheese'],3
351,['Organic Whole String Cheese'],['Organic Strawberry Yogurt & Fruit Snack'],3
352,['Organic Strawberry Yogurt & Fruit Snack'],['Organic Whole Milk'],3
353,['Organic Whole Milk'],['Organic Strawberry Yogurt & Fruit Snack'],3
354,['Organic Strawberry Yogurt & Fruit Snack'],['Extra Virgin Olive Oil'],3
355,['Extra Virgin Olive Oil'],['Organic Strawberry Yogurt & Fruit Snack'],3
356,['Organic Strawberry Yogurt & Fruit Snack'],['Grated Parmesan'],3
357,['Grated Parmesan'],['Organic Strawberry Yogurt & Fruit Snack'],3
358,['Organic Strawberry Yogurt & Fruit Snack'],['Organic Italian Parsley Bunch'],3
359,['Organic Italian Parsley Bunch'],['Organic Strawberry Yogurt & Fruit Snack'],3
360,['Organic Strawberry Yogurt & Fruit Snack'],['Spinach Peas & Pear Stage 2 Baby Food'],3
361,['Spinach Peas & Pear Stage 2 Baby Food'],['Organic Strawberry Yogurt & Fruit Snack'],3
362,['Organic Strawberry Yogurt & Fruit Snack'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
363,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Strawberry Yogurt & Fruit Snack'],3
364,['Organic Shredded Mozzarella'],['Organic Whole String Cheese'],3
365,['Organic Whole String Cheese'],['Organic Shredded Mozzarella'],3
366,['Organic Shredded Mozzarella'],['Organic Whole Milk'],3
367,['Organic Whole Milk'],['Organic Shredded Mozzarella'],3
368,['Organic Shredded Mozzarella'],['Grated Parmesan'],3
369,['Grated Parmesan'],['Organic Shredded Mozzarella'],3
370,['Organic Grade A Free Range Large Brown Eggs'],['Organic Whole Milk'],3
371,['Organic Whole Milk'],['Organic Grade A Free Range Large Brown Eggs'],3
372,['Organic Mixed Berry Yogurt & Fruit Snack'],['Banana & Mango Organic Yogurt & Fruit Snacks\xa0'],3
373,['Banana & Mango Organic Yogurt & Fruit Snacks\xa0'],['Organic Mixed Berry Yogurt & Fruit Snack'],3
374,['Organic Whole Milk'],['Banana & Mango Organic Yogurt & Fruit Snacks\xa0'],3
375,['Banana & Mango Organic Yogurt & Fruit Snacks\xa0'],['Organic Whole Milk'],3
376,['Organic Broccoli Florets'],['Organic Whole String Cheese'],3
377,['Organic Whole String Cheese'],['Organic Broccoli Florets'],3
378,['Organic Broccoli Florets'],['Organic Whole Milk'],3
379,['Organic Whole Milk'],['Organic Broccoli Florets'],3
380,['Organic Broccoli Florets'],['Grated Parmesan'],3
381,['Grated Parmesan'],['Organic Broccoli Florets'],3
382,['Organic Broccoli Florets'],['Organic Italian Parsley Bunch'],3
383,['Organic Italian Parsley Bunch'],['Organic Broccoli Florets'],3
384,['Organic Broccoli Florets'],['Spinach Peas & Pear Stage 2 Baby Food'],3
385,['Spinach Peas & Pear Stage 2 Baby Food'],['Organic Broccoli Florets'],3
386,['Organic Broccoli Florets'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
387,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Broccoli Florets'],3
388,['Organic Mixed Berry Yogurt & Fruit Snack'],['Organic Whole String Cheese'],3
389,['Organic Whole String Cheese'],['Organic Mixed Berry Yogurt & Fruit Snack'],3
390,['Organic Mixed Berry Yogurt & Fruit Snack'],['Organic Whole Milk'],3
391,['Organic Whole Milk'],['Organic Mixed Berry Yogurt & Fruit Snack'],3
392,['Organic Mixed Berry Yogurt & Fruit Snack'],['Extra Virgin Olive Oil'],3
393,['Extra Virgin Olive Oil'],['Organic Mixed Berry Yogurt & Fruit Snack'],3
394,['Organic Mixed Berry Yogurt & Fruit Snack'],['Grated Parmesan'],3
395,['Grated Parmesan'],['Organic Mixed Berry Yogurt & Fruit Snack'],3
396,['Organic Mixed Berry Yogurt & Fruit Snack'],['Organic Italian Parsley Bunch'],3
397,['Organic Italian Parsley Bunch'],['Organic Mixed Berry Yogurt & Fruit Snack'],3
398,['Organic Mixed Berry Yogurt & Fruit Snack'],['Spinach Peas & Pear Stage 2 Baby Food'],3
399,['Spinach Peas & Pear Stage 2 Baby Food'],['Organic Mixed Berry Yogurt & Fruit Snack'],3
400,['Strawberry Puffs'],['Organic Mixed Berry Yogurt & Fruit Snack'],3
401,['Organic Mixed Berry Yogurt & Fruit Snack'],['Strawberry Puffs'],3
402,['Organic Mixed Berry Yogurt & Fruit Snack'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
403,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Mixed Berry Yogurt & Fruit Snack'],3
404,['YoBaby Blueberry Apple Yogurt'],['Organic Whole Milk'],3
405,['Organic Whole Milk'],['YoBaby Blueberry Apple Yogurt'],3
406,['Organic Stage 2 Broccoli Pears & Peas Baby Food'],['Organic Whole String Cheese'],3
407,['Organic Whole String Cheese'],['Organic Stage 2 Broccoli Pears & Peas Baby Food'],3
408,['Organic Whole String Cheese'],['Organic Roasted Turkey Breast'],3
409,['Organic Roasted Turkey Breast'],['Organic Whole String Cheese'],3
410,"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",['Organic Whole String Cheese'],3
411,['Organic Whole String Cheese'],"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",3
412,['Organic Stage 4 Green Bean Pear & Pea Baby Food'],['Organic Whole String Cheese'],3
413,['Organic Whole String Cheese'],['Organic Stage 4 Green Bean Pear & Pea Baby Food'],3
414,['Organic Sweet Potato Puffs'],['Organic Whole String Cheese'],3
415,['Organic Whole String Cheese'],['Organic Sweet Potato Puffs'],3
416,['Boneless Skinless Chicken Breasts'],['Organic Whole String Cheese'],3
417,['Organic Whole String Cheese'],['Boneless Skinless Chicken Breasts'],3
418,['Organic Whole String Cheese'],['Organic Black Beans'],3
419,['Organic Black Beans'],['Organic Whole String Cheese'],3
420,['Organic Whole String Cheese'],['Organic Whole Milk'],3
421,['Organic Whole Milk'],['Organic Whole String Cheese'],3
422,['Shredded Mozzarella'],['Organic Whole String Cheese'],3
423,['Organic Whole String Cheese'],['Shredded Mozzarella'],3
424,['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],['Organic Whole String Cheese'],3
425,['Organic Whole String Cheese'],['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],3
426,['Original Hummus'],['Organic Whole String Cheese'],3
427,['Organic Whole String Cheese'],['Original Hummus'],3
428,['Extra Virgin Olive Oil'],['Organic Whole String Cheese'],3
429,['Organic Whole String Cheese'],['Extra Virgin Olive Oil'],3
430,['Organic Whole String Cheese'],['Organic Cilantro'],3
431,['Organic Cilantro'],['Organic Whole String Cheese'],3
432,['Organic Whole String Cheese'],['Grated Parmesan'],3
433,['Grated Parmesan'],['Organic Whole String Cheese'],3
434,['Organic Whole String Cheese'],['Organic Italian Parsley Bunch'],3
435,['Organic Italian Parsley Bunch'],['Organic Whole String Cheese'],3
436,['Organic Whole String Cheese'],['Spinach Peas & Pear Stage 2 Baby Food'],3
437,['Spinach Peas & Pear Stage 2 Baby Food'],['Organic Whole String Cheese'],3
438,['Strawberry Puffs'],['Organic Whole String Cheese'],3
439,['Organic Whole String Cheese'],['Strawberry Puffs'],3
440,['Organic Stage 3 Pear Carrot Apricot Baby Food'],['Organic Whole String Cheese'],3
441,['Organic Whole String Cheese'],['Organic Stage 3 Pear Carrot Apricot Baby Food'],3
442,['Kale & Spinach Superfood Puffs'],['Organic Whole String Cheese'],3
443,['Organic Whole String Cheese'],['Kale & Spinach Superfood Puffs'],3
444,['Organic Stage 4 Spinach Mango & Pear Baby Food'],['Organic Whole String Cheese'],3
445,['Organic Whole String Cheese'],['Organic Stage 4 Spinach Mango & Pear Baby Food'],3
446,['Organic Whole String Cheese'],['Feta Cheese Crumbles'],3
447,['Feta Cheese Crumbles'],['Organic Whole String Cheese'],3
448,['Organic Whole String Cheese'],['Organic Sour Cream'],3
449,['Organic Sour Cream'],['Organic Whole String Cheese'],3
450,['Unsalted Butter'],['Organic Whole String Cheese'],3
451,['Organic Whole String Cheese'],['Unsalted Butter'],3
452,['Organic Garbanzo Beans'],['Organic Whole String Cheese'],3
453,['Organic Whole String Cheese'],['Organic Garbanzo Beans'],3
454,['Organic Whole String Cheese'],['Whipped Cream Cheese'],3
455,['Whipped Cream Cheese'],['Organic Whole String Cheese'],3
456,['Organic Creamy Peanut Butter'],['Organic Whole String Cheese'],3
457,['Organic Whole String Cheese'],['Organic Creamy Peanut Butter'],3
458,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Whole String Cheese'],3
459,['Organic Whole String Cheese'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
460,['Sparkling Water Grapefruit'],['Organic Whole String Cheese'],3
461,['Organic Whole String Cheese'],['Sparkling Water Grapefruit'],3
462,['Organic Whole String Cheese'],"['Organic Pears, Peas and Broccoli Puree Stage 1']",3
463,"['Organic Pears, Peas and Broccoli Puree Stage 1']",['Organic Whole String Cheese'],3
464,['Organic Stage 4 Green Bean Pear & Pea Baby Food'],['Organic Stage 2 Broccoli Pears & Peas Baby Food'],3
465,['Organic Stage 2 Broccoli Pears & Peas Baby Food'],['Organic Stage 4 Green Bean Pear & Pea Baby Food'],3
466,['Organic Stage 2 Broccoli Pears & Peas Baby Food'],['Organic Whole Milk'],3
467,['Organic Whole Milk'],['Organic Stage 2 Broccoli Pears & Peas Baby Food'],3
468,['Organic Stage 2 Broccoli Pears & Peas Baby Food'],['Spinach Peas & Pear Stage 2 Baby Food'],3
469,['Spinach Peas & Pear Stage 2 Baby Food'],['Organic Stage 2 Broccoli Pears & Peas Baby Food'],3
470,['Organic Stage 2 Broccoli Pears & Peas Baby Food'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
471,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Stage 2 Broccoli Pears & Peas Baby Food'],3
472,['Cheddar Bunnies Snack Crackers'],['Organic Whole Milk'],3
473,['Organic Whole Milk'],['Cheddar Bunnies Snack Crackers'],3
474,['Organic Roasted Turkey Breast'],['Organic Whole Milk'],3
475,['Organic Whole Milk'],['Organic Roasted Turkey Breast'],3
476,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Roasted Turkey Breast'],3
477,['Organic Roasted Turkey Breast'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
478,['Organic Stage 4 Green Bean Pear & Pea Baby Food'],"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",3
479,"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",['Organic Stage 4 Green Bean Pear & Pea Baby Food'],3
480,"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",['Organic Whole Milk'],3
481,['Organic Whole Milk'],"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",3
482,"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",['Extra Virgin Olive Oil'],3
483,['Extra Virgin Olive Oil'],"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",3
484,"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",['Organic Fiber & Protein Pear Blueberry & Spinach Baby Food'],3
485,['Organic Fiber & Protein Pear Blueberry & Spinach Baby Food'],"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",3
486,"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",['Grated Parmesan'],3
487,['Grated Parmesan'],"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",3
488,"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",['Organic Italian Parsley Bunch'],3
489,['Organic Italian Parsley Bunch'],"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",3
490,"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",['Spinach Peas & Pear Stage 2 Baby Food'],3
491,['Spinach Peas & Pear Stage 2 Baby Food'],"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",3
492,['Organic Stage 4 Spinach Mango & Pear Baby Food'],"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",3
493,"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",['Organic Stage 4 Spinach Mango & Pear Baby Food'],3
494,"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
495,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods']",3
496,['Organic Stage 4 Green Bean Pear & Pea Baby Food'],['Organic Whole Milk'],3
497,['Organic Whole Milk'],['Organic Stage 4 Green Bean Pear & Pea Baby Food'],3
498,['Organic Stage 4 Green Bean Pear & Pea Baby Food'],['Extra Virgin Olive Oil'],3
499,['Extra Virgin Olive Oil'],['Organic Stage 4 Green Bean Pear & Pea Baby Food'],3
500,['Organic Stage 4 Green Bean Pear & Pea Baby Food'],['Organic Fiber & Protein Pear Blueberry & Spinach Baby Food'],3
501,['Organic Fiber & Protein Pear Blueberry & Spinach Baby Food'],['Organic Stage 4 Green Bean Pear & Pea Baby Food'],3
502,['Organic Stage 4 Green Bean Pear & Pea Baby Food'],['Grated Parmesan'],3
503,['Grated Parmesan'],['Organic Stage 4 Green Bean Pear & Pea Baby Food'],3
504,['Organic Stage 4 Green Bean Pear & Pea Baby Food'],['Organic Italian Parsley Bunch'],3
505,['Organic Italian Parsley Bunch'],['Organic Stage 4 Green Bean Pear & Pea Baby Food'],3
506,['Organic Stage 4 Green Bean Pear & Pea Baby Food'],['Spinach Peas & Pear Stage 2 Baby Food'],3
507,['Spinach Peas & Pear Stage 2 Baby Food'],['Organic Stage 4 Green Bean Pear & Pea Baby Food'],3
508,['Organic Stage 4 Green Bean Pear & Pea Baby Food'],"['Fiber & Protein Organic Pears, Raspberries, Butternut Squash & Carrots Snack']",3
509,"['Fiber & Protein Organic Pears, Raspberries, Butternut Squash & Carrots Snack']",['Organic Stage 4 Green Bean Pear & Pea Baby Food'],3
510,['Organic Stage 4 Spinach Mango & Pear Baby Food'],['Organic Stage 4 Green Bean Pear & Pea Baby Food'],3
511,['Organic Stage 4 Green Bean Pear & Pea Baby Food'],['Organic Stage 4 Spinach Mango & Pear Baby Food'],3
512,['Organic Stage 4 Green Bean Pear & Pea Baby Food'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
513,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Stage 4 Green Bean Pear & Pea Baby Food'],3
514,['Organic Stage 4 Green Bean Pear & Pea Baby Food'],['Pear Kiwi & Kale Baby Food'],3
515,['Pear Kiwi & Kale Baby Food'],['Organic Stage 4 Green Bean Pear & Pea Baby Food'],3
516,['Light Brown Sugar'],['Organic Whole Milk'],3
517,['Organic Whole Milk'],['Light Brown Sugar'],3
518,['Organic Whole Strawberries'],['Organic Whole Milk'],3
519,['Organic Whole Milk'],['Organic Whole Strawberries'],3
520,['Organic Sweet Potato Puffs'],['Organic Whole Milk'],3
521,['Organic Whole Milk'],['Organic Sweet Potato Puffs'],3
522,['Organic Sweet Potato Puffs'],['Extra Virgin Olive Oil'],3
523,['Extra Virgin Olive Oil'],['Organic Sweet Potato Puffs'],3
524,['Organic Sweet Potato Puffs'],['Spinach Peas & Pear Stage 2 Baby Food'],3
525,['Spinach Peas & Pear Stage 2 Baby Food'],['Organic Sweet Potato Puffs'],3
526,['Strawberry Puffs'],['Organic Sweet Potato Puffs'],3
527,['Organic Sweet Potato Puffs'],['Strawberry Puffs'],3
528,['Organic Sweet Potato Puffs'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
529,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Sweet Potato Puffs'],3
530,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Banana Blueberry Baby Food Puree'],3
531,['Organic Banana Blueberry Baby Food Puree'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
532,['Organic Coconut Milk'],['Organic Whole Milk'],3
533,['Organic Whole Milk'],['Organic Coconut Milk'],3
534,['Organic Coconut Milk'],['Grated Parmesan'],3
535,['Grated Parmesan'],['Organic Coconut Milk'],3
536,['Organic Coconut Milk'],['Organic Italian Parsley Bunch'],3
537,['Organic Italian Parsley Bunch'],['Organic Coconut Milk'],3
538,['Boneless Skinless Chicken Breasts'],['Organic Whole Milk'],3
539,['Organic Whole Milk'],['Boneless Skinless Chicken Breasts'],3
540,['Boneless Skinless Chicken Breasts'],['Grated Parmesan'],3
541,['Grated Parmesan'],['Boneless Skinless Chicken Breasts'],3
542,['Organic Whole Milk'],['Organic AppleApple'],3
543,['Organic AppleApple'],['Organic Whole Milk'],3
544,['Organic Whole Milk'],['Half & Half'],3
545,['Half & Half'],['Organic Whole Milk'],3
546,['Organic Black Beans'],['Organic Whole Milk'],3
547,['Organic Whole Milk'],['Organic Black Beans'],3
548,['Original Hummus'],['Organic Black Beans'],3
549,['Organic Black Beans'],['Original Hummus'],3
550,['Extra Virgin Olive Oil'],['Organic Black Beans'],3
551,['Organic Black Beans'],['Extra Virgin Olive Oil'],3
552,['Organic Black Beans'],['Organic Cilantro'],3
553,['Organic Cilantro'],['Organic Black Beans'],3
554,['Grated Parmesan'],['Organic Black Beans'],3
555,['Organic Black Beans'],['Grated Parmesan'],3
556,['Organic Black Beans'],['Organic Italian Parsley Bunch'],3
557,['Organic Italian Parsley Bunch'],['Organic Black Beans'],3
558,['Organic Black Beans'],['Spinach Peas & Pear Stage 2 Baby Food'],3
559,['Spinach Peas & Pear Stage 2 Baby Food'],['Organic Black Beans'],3
560,['Feta Cheese Crumbles'],['Organic Black Beans'],3
561,['Organic Black Beans'],['Feta Cheese Crumbles'],3
562,['Organic Garbanzo Beans'],['Organic Black Beans'],3
563,['Organic Black Beans'],['Organic Garbanzo Beans'],3
564,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Black Beans'],3
565,['Organic Black Beans'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
566,"['Organic Pears, Peas and Broccoli Puree Stage 1']",['Organic Black Beans'],3
567,['Organic Black Beans'],"['Organic Pears, Peas and Broccoli Puree Stage 1']",3
568,['Uncured Genoa Salami'],['Organic Whole Milk'],3
569,['Organic Whole Milk'],['Uncured Genoa Salami'],3
570,['Uncured Genoa Salami'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
571,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Uncured Genoa Salami'],3
572,['Stage 2 Sweet Potato Corn & Apple Baby Food'],['Organic Whole Milk'],3
573,['Organic Whole Milk'],['Stage 2 Sweet Potato Corn & Apple Baby Food'],3
574,['Bunched Cilantro'],['Organic Whole Milk'],3
575,['Organic Whole Milk'],['Bunched Cilantro'],3
576,['No Salt Added Black Beans'],['Organic Whole Milk'],3
577,['Organic Whole Milk'],['No Salt Added Black Beans'],3
578,['Shredded Mozzarella'],['Organic Whole Milk'],3
579,['Organic Whole Milk'],['Shredded Mozzarella'],3
580,['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],['Organic Whole Milk'],3
581,['Organic Whole Milk'],['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],3
582,['Original Hummus'],['Organic Whole Milk'],3
583,['Organic Whole Milk'],['Original Hummus'],3
584,['Organic Whole Milk'],['Shredded Mild Cheddar Cheese'],3
585,['Shredded Mild Cheddar Cheese'],['Organic Whole Milk'],3
586,['Organic Stage 2 Peaches & Bananas Baby Food'],['Organic Whole Milk'],3
587,['Organic Whole Milk'],['Organic Stage 2 Peaches & Bananas Baby Food'],3
588,['Extra Virgin Olive Oil'],['Organic Whole Milk'],3
589,['Organic Whole Milk'],['Extra Virgin Olive Oil'],3
590,['Organic Cilantro'],['Organic Whole Milk'],3
591,['Organic Whole Milk'],['Organic Cilantro'],3
592,['Organic Fiber & Protein Pear Blueberry & Spinach Baby Food'],['Organic Whole Milk'],3
593,['Organic Whole Milk'],['Organic Fiber & Protein Pear Blueberry & Spinach Baby Food'],3
594,['Grated Parmesan'],['Organic Whole Milk'],3
595,['Organic Whole Milk'],['Grated Parmesan'],3
596,['Organic Whole Milk'],['Organic Italian Parsley Bunch'],3
597,['Organic Italian Parsley Bunch'],['Organic Whole Milk'],3
598,['Organic Whole Milk'],['Spinach Peas & Pear Stage 2 Baby Food'],3
599,['Spinach Peas & Pear Stage 2 Baby Food'],['Organic Whole Milk'],3
600,['Strawberry Puffs'],['Organic Whole Milk'],3
601,['Organic Whole Milk'],['Strawberry Puffs'],3
602,['Original Veggie Straws'],['Organic Whole Milk'],3
603,['Organic Whole Milk'],['Original Veggie Straws'],3
604,['Organic Stage 3 Pear Carrot Apricot Baby Food'],['Organic Whole Milk'],3
605,['Organic Whole Milk'],['Organic Stage 3 Pear Carrot Apricot Baby Food'],3
606,"['Organic Apples, Carrots and Parsnips Puree']",['Organic Whole Milk'],3
607,['Organic Whole Milk'],"['Organic Apples, Carrots and Parsnips Puree']",3
608,['Pear & Mango Stage 2 Baby Food'],['Organic Whole Milk'],3
609,['Organic Whole Milk'],['Pear & Mango Stage 2 Baby Food'],3
610,['Organic Whole Milk'],['Ground Turkey Breast'],3
611,['Ground Turkey Breast'],['Organic Whole Milk'],3
612,['Kale & Spinach Superfood Puffs'],['Organic Whole Milk'],3
613,['Organic Whole Milk'],['Kale & Spinach Superfood Puffs'],3
614,['Organic Stage 4 Spinach Mango & Pear Baby Food'],['Organic Whole Milk'],3
615,['Organic Whole Milk'],['Organic Stage 4 Spinach Mango & Pear Baby Food'],3
616,"['Apples, Kale & Avocados Organic Baby Food']",['Organic Whole Milk'],3
617,['Organic Whole Milk'],"['Apples, Kale & Avocados Organic Baby Food']",3
618,['Crackers Cheddar Bunnies Snack Packs'],['Organic Whole Milk'],3
619,['Organic Whole Milk'],['Crackers Cheddar Bunnies Snack Packs'],3
620,['Organic Thyme'],['Organic Whole Milk'],3
621,['Organic Whole Milk'],['Organic Thyme'],3
622,['Pumpkin & Spinach Stage 2 Baby Food'],['Organic Whole Milk'],3
623,['Organic Whole Milk'],['Pumpkin & Spinach Stage 2 Baby Food'],3
624,['Feta Cheese Crumbles'],['Organic Whole Milk'],3
625,['Organic Whole Milk'],['Feta Cheese Crumbles'],3
626,['Organic Sour Cream'],['Organic Whole Milk'],3
627,['Organic Whole Milk'],['Organic Sour Cream'],3
628,['Unsalted Butter'],['Organic Whole Milk'],3
629,['Organic Whole Milk'],['Unsalted Butter'],3
630,['Organic Garbanzo Beans'],['Organic Whole Milk'],3
631,['Organic Whole Milk'],['Organic Garbanzo Beans'],3
632,['Whipped Cream Cheese'],['Organic Whole Milk'],3
633,['Organic Whole Milk'],['Whipped Cream Cheese'],3
634,['Raspberries'],['Organic Whole Milk'],3
635,['Organic Whole Milk'],['Raspberries'],3
